Date time,Automatic Weather Station,Maximum Air Temperature Since Midnight(degree Celsius),Minimum Air Temperature Since Midnight(degree Celsius),Air Temperature(degree Celsius)
437587908,The Peak,14.0,13.0,13.5
437587918,The Peak,14.1,13.0,13.55
437587928,The Peak,14.4,13.0,13.7
437587938,The Peak,14.4,13.0,13.7
437587988,The Peak,14.4,13.0,13.7
437587998,The Peak,14.6,13.0,13.8
437588008,The Peak,14.9,13.0,13.95
437588018,The Peak,15.3,13.0,14.15
437588028,The Peak,15.5,13.0,14.25
437588038,The Peak,16.4,13.0,14.7
437588088,The Peak,17.1,13.0,15.05
437588098,The Peak,17.1,13.0,15.05
437588108,The Peak,17.3,13.0,15.15
437588118,The Peak,17.4,13.0,15.2
437588128,The Peak,17.5,13.0,15.25
437588138,The Peak,17.9,13.0,15.45
437588188,The Peak,17.9,13.0,15.45
437588198,The Peak,17.9,13.0,15.45
437588208,The Peak,17.9,13.0,15.45
437588218,The Peak,17.9,13.0,15.45
437588228,The Peak,17.9,13.0,15.45
437588298,The Peak,19.1,13.0,16.05
437588428,The Peak,20.1,13.0,16.55
437588508,The Peak,20.1,13.0,16.55
437588518,The Peak,20.1,13.0,16.55
437588528,The Peak,20.1,13.0,16.55
437588538,The Peak,20.1,13.0,16.55
437588588,The Peak,20.1,13.0,16.55
437588618,The Peak,20.1,13.0,16.55
437588628,The Peak,20.1,13.0,16.55
437588638,The Peak,20.1,13.0,16.55
437588688,The Peak,20.1,13.0,16.55
437588698,The Peak,20.1,13.0,16.55
437588708,The Peak,20.1,13.0,16.55
437588718,The Peak,20.1,13.0,16.55
437588728,The Peak,20.1,13.0,16.55
437588738,The Peak,20.1,13.0,16.55
437588788,The Peak,20.1,13.0,16.55
437588798,The Peak,20.1,13.0,16.55
437588808,The Peak,20.1,13.0,16.55
437588818,The Peak,20.1,13.0,16.55
437588828,The Peak,20.1,13.0,16.55
437588838,The Peak,20.1,13.0,16.55
437588888,The Peak,20.1,13.0,16.55
437588898,The Peak,20.1,13.0,16.55
437588908,The Peak,20.1,13.0,16.55
437588918,The Peak,20.1,13.0,16.55
437588928,The Peak,20.1,13.0,16.55
437588938,The Peak,20.1,13.0,16.55
437588988,The Peak,20.1,13.0,16.55
437588998,The Peak,20.1,13.0,16.55
437589008,The Peak,20.1,13.0,16.55
437589018,The Peak,20.1,13.0,16.55
437589028,The Peak,20.1,13.0,16.55
437589038,The Peak,20.1,13.0,16.55
437589088,The Peak,20.1,13.0,16.55
437589098,The Peak,20.1,13.0,16.55
437589108,The Peak,20.1,13.0,16.55
437589118,The Peak,20.1,13.0,16.55
437589128,The Peak,20.1,13.0,16.55
437589138,The Peak,20.1,13.0,16.55
437589188,The Peak,20.1,13.0,16.55
437589198,The Peak,20.1,13.0,16.55
437589208,The Peak,20.1,13.0,16.55
437589218,The Peak,20.1,13.0,16.55
437589228,The Peak,20.1,13.0,16.55
437589238,The Peak,20.1,13.0,16.55
437589288,The Peak,20.1,13.0,16.55
437589298,The Peak,20.1,13.0,16.55
437589308,The Peak,20.1,13.0,16.55
437589318,The Peak,20.1,13.0,16.55
437589328,The Peak,20.1,13.0,16.55
437589338,The Peak,20.1,13.0,16.55
437589388,The Peak,20.1,13.0,16.55
437589398,The Peak,20.1,13.0,16.55
437589408,The Peak,20.1,13.0,16.55
437589418,The Peak,20.1,13.0,16.55
437589428,The Peak,20.1,13.0,16.55
437597088,The Peak,20.1,13.0,16.55
437597098,The Peak,14.2,14.1,14.149999999999999
437597108,The Peak,14.2,14.1,14.149999999999999
437597118,The Peak,14.2,14.1,14.149999999999999
437597128,The Peak,14.2,14.1,14.149999999999999
437597138,The Peak,14.2,14.1,14.149999999999999
437597188,The Peak,15.2,14.1,14.649999999999999
437597198,The Peak,15.4,14.1,14.75
437597208,The Peak,15.4,14.1,14.75
437597218,The Peak,15.5,14.1,14.8
437597228,The Peak,15.6,14.1,14.85
437597238,The Peak,15.6,14.1,14.85
437597288,The Peak,15.6,14.1,14.85
437597298,The Peak,15.6,14.1,14.85
437597308,The Peak,15.6,14.1,14.85
437597318,The Peak,15.6,14.1,14.85
437597328,The Peak,15.6,14.1,14.85
437597338,The Peak,15.6,14.1,14.85
437597388,The Peak,15.6,14.1,14.85
437597398,The Peak,15.6,14.1,14.85
437597408,The Peak,15.6,14.1,14.85
437597418,The Peak,15.6,14.1,14.85
437597428,The Peak,15.6,14.1,14.85
437597438,The Peak,15.6,14.1,14.85
437597488,The Peak,15.6,14.1,14.85
437597498,The Peak,15.6,14.1,14.85
437597508,The Peak,15.6,14.1,14.85
437597518,The Peak,15.6,14.1,14.85
437597528,The Peak,15.6,14.1,14.85
437597538,The Peak,15.6,14.1,14.85
437597588,The Peak,15.6,14.1,14.85
437597598,The Peak,15.6,14.1,14.85
437597608,The Peak,15.6,14.1,14.85
437597618,The Peak,15.6,14.1,14.85
437597628,The Peak,15.6,14.1,14.85
437597638,The Peak,15.6,14.1,14.85
437597688,The Peak,15.6,14.1,14.85
437597698,The Peak,15.6,14.1,14.85
437597708,The Peak,15.6,14.1,14.85
437597718,The Peak,15.6,14.1,14.85
437597728,The Peak,15.6,14.1,14.85
437597738,The Peak,15.6,14.1,14.85
437597788,The Peak,15.6,14.1,14.85
437597798,The Peak,15.6,14.1,14.85
437597808,The Peak,15.6,14.1,14.85
437597818,The Peak,15.6,14.1,14.85
437597828,The Peak,15.6,14.1,14.85
437597838,The Peak,15.6,14.1,14.85
437597888,The Peak,15.6,14.1,14.85
437597898,The Peak,15.6,14.1,14.85
437597908,The Peak,15.6,14.1,14.85
437597918,The Peak,15.7,14.1,14.899999999999999
437597928,The Peak,16.0,14.1,15.05
437597938,The Peak,16.3,14.1,15.2
437597988,The Peak,16.8,14.1,15.45
437597998,The Peak,17.3,14.1,15.7
437598008,The Peak,17.3,14.1,15.7
437598018,The Peak,17.4,14.1,15.75
437598028,The Peak,18.0,14.1,16.05
437598038,The Peak,18.0,14.1,16.05
437598088,The Peak,18.0,14.1,16.05
437598098,The Peak,18.0,14.1,16.05
437598108,The Peak,18.1,14.1,16.1
437598118,The Peak,18.4,14.1,16.25
437598128,The Peak,18.5,14.1,16.3
437598138,The Peak,18.5,14.1,16.3
437598188,The Peak,18.5,14.1,16.3
437598198,The Peak,18.5,14.1,16.3
437598208,The Peak,18.8,14.1,16.45
437598218,The Peak,18.9,14.1,16.5
437598228,The Peak,19.0,14.1,16.55
437598238,The Peak,19.0,14.1,16.55
437598288,The Peak,19.0,14.1,16.55
437598298,The Peak,19.3,14.1,16.7
437598308,The Peak,19.3,14.1,16.7
437598318,The Peak,19.3,14.1,16.7
437598328,The Peak,19.4,14.1,16.75
437598338,The Peak,19.9,14.1,17.0
437598388,The Peak,20.0,14.1,17.05
437598398,The Peak,20.2,14.1,17.15
437598408,The Peak,20.7,14.1,17.4
437598418,The Peak,20.7,14.1,17.4
437598428,The Peak,20.8,14.1,17.45
437598438,The Peak,21.2,14.1,17.65
437598488,The Peak,21.6,14.1,17.85
437598498,The Peak,21.6,14.1,17.85
437598508,The Peak,21.8,14.1,17.95
437598518,The Peak,21.8,14.1,17.95
437598528,The Peak,21.9,14.1,18.0
437598538,The Peak,21.9,14.1,18.0
437598588,The Peak,21.9,14.1,18.0
437598598,The Peak,21.9,14.1,18.0
437598608,The Peak,21.9,14.1,18.0
437598698,The Peak,21.9,14.1,18.0
437598708,The Peak,21.9,14.1,18.0
437598718,The Peak,21.9,14.1,18.0
437598728,The Peak,21.9,14.1,18.0
437598738,The Peak,21.9,14.1,18.0
437598788,The Peak,21.9,14.1,18.0
437598798,The Peak,21.9,14.1,18.0
437598808,The Peak,21.9,14.1,18.0
437598818,The Peak,21.9,14.1,18.0
437598828,The Peak,21.9,14.1,18.0
437598838,The Peak,21.9,14.1,18.0
437598888,The Peak,21.9,14.1,18.0
437598898,The Peak,21.9,14.1,18.0
437598908,The Peak,21.9,14.1,18.0
437598918,The Peak,21.9,14.1,18.0
437598928,The Peak,21.9,14.1,18.0
437598938,The Peak,21.9,14.1,18.0
437598988,The Peak,21.9,14.1,18.0
437598998,The Peak,21.9,14.1,18.0
437599008,The Peak,21.9,14.1,18.0
437599018,The Peak,21.9,14.1,18.0
437599028,The Peak,21.9,14.1,18.0
437599038,The Peak,21.9,14.1,18.0
437599088,The Peak,21.9,14.1,18.0
437599098,The Peak,21.9,14.1,18.0
437599108,The Peak,21.9,14.1,18.0
437599118,The Peak,21.9,14.1,18.0
437599128,The Peak,21.9,14.1,18.0
437599138,The Peak,21.9,14.1,18.0
437599188,The Peak,21.9,14.1,18.0
437599198,The Peak,21.9,14.1,18.0
437599208,The Peak,21.9,14.1,18.0
437599218,The Peak,21.9,14.1,18.0
437599228,The Peak,21.9,14.1,18.0
437599238,The Peak,21.9,14.1,18.0
437599288,The Peak,21.9,14.1,18.0
437599298,The Peak,21.9,14.1,18.0
437599308,The Peak,21.9,14.1,18.0
437599318,The Peak,21.9,14.1,18.0
437599328,The Peak,21.9,14.1,18.0
437599338,The Peak,21.9,14.1,18.0
437599388,The Peak,21.9,14.1,18.0
437599398,The Peak,21.9,14.1,18.0
437599408,The Peak,21.9,14.1,18.0
437599418,The Peak,21.9,14.1,18.0
437599438,The Peak,21.9,14.1,18.0
437607088,The Peak,21.9,14.1,18.0
437607098,The Peak,15.8,15.8,15.8
437607108,The Peak,15.8,15.8,15.8
437607118,The Peak,15.8,15.8,15.8
437607128,The Peak,15.8,15.6,15.7
437607138,The Peak,15.8,15.6,15.7
437607188,The Peak,15.9,15.6,15.75
437607198,The Peak,15.9,15.6,15.75
437607208,The Peak,15.9,15.6,15.75
437607218,The Peak,15.9,15.6,15.75
437607228,The Peak,15.9,15.6,15.75
437607238,The Peak,15.9,15.6,15.75
437607288,The Peak,15.9,15.6,15.75
437607298,The Peak,15.9,15.6,15.75
437607308,The Peak,15.9,15.6,15.75
437607318,The Peak,15.9,15.5,15.7
437607328,The Peak,15.9,15.5,15.7
437607338,The Peak,15.9,15.5,15.7
437607388,The Peak,15.9,15.4,15.65
437607398,The Peak,15.9,15.4,15.65
437607408,The Peak,15.9,15.3,15.600000000000001
437607418,The Peak,15.9,15.3,15.600000000000001
437607428,The Peak,15.9,15.2,15.55
437607438,The Peak,15.9,15.2,15.55
437607488,The Peak,15.9,15.2,15.55
437607498,The Peak,15.9,15.2,15.55
437607508,The Peak,15.9,15.2,15.55
437607518,The Peak,15.9,15.2,15.55
437607528,The Peak,15.9,15.2,15.55
437607538,The Peak,15.9,15.2,15.55
437607588,The Peak,15.9,15.2,15.55
437607598,The Peak,15.9,15.2,15.55
437607608,The Peak,15.9,15.2,15.55
437607618,The Peak,15.9,15.2,15.55
437607628,The Peak,15.9,15.2,15.55
437607638,The Peak,15.9,15.2,15.55
437607688,The Peak,15.9,15.1,15.5
437607698,The Peak,15.9,15.1,15.5
437607708,The Peak,15.9,15.1,15.5
437607718,The Peak,16.0,15.1,15.55
437607728,The Peak,16.0,15.1,15.55
437607738,The Peak,16.0,15.1,15.55
437607788,The Peak,16.0,15.1,15.55
437607798,The Peak,16.0,15.1,15.55
437607808,The Peak,16.0,15.1,15.55
437607818,The Peak,16.0,15.1,15.55
437607828,The Peak,16.0,15.1,15.55
437607838,The Peak,16.0,15.1,15.55
437607888,The Peak,16.0,15.1,15.55
437607898,The Peak,16.0,15.1,15.55
437607908,The Peak,16.0,15.1,15.55
437607918,The Peak,16.0,15.1,15.55
437607928,The Peak,16.0,15.1,15.55
437607938,The Peak,16.0,15.1,15.55
437607988,The Peak,16.0,15.1,15.55
437607998,The Peak,16.0,15.1,15.55
437608008,The Peak,16.0,15.0,15.5
437608018,The Peak,16.0,15.0,15.5
437608028,The Peak,16.0,15.0,15.5
437608038,The Peak,16.0,15.0,15.5
437608088,The Peak,16.0,15.0,15.5
437608098,The Peak,16.2,15.0,15.6
437608108,The Peak,16.6,15.0,15.8
437608118,The Peak,17.1,15.0,16.05
437608128,The Peak,17.5,15.0,16.25
437608138,The Peak,17.7,15.0,16.35
437608188,The Peak,17.7,15.0,16.35
437608198,The Peak,17.7,15.0,16.35
437608208,The Peak,18.0,15.0,16.5
437608218,The Peak,18.0,15.0,16.5
437608228,The Peak,18.0,15.0,16.5
437608238,The Peak,18.0,15.0,16.5
437608288,The Peak,18.0,15.0,16.5
437608298,The Peak,18.0,15.0,16.5
437608308,The Peak,18.0,15.0,16.5
437608318,The Peak,18.0,15.0,16.5
437608328,The Peak,18.0,15.0,16.5
437608338,The Peak,18.0,15.0,16.5
437608388,The Peak,18.0,15.0,16.5
437608398,The Peak,18.0,15.0,16.5
437608408,The Peak,18.0,15.0,16.5
437608418,The Peak,18.0,15.0,16.5
437608428,The Peak,18.0,15.0,16.5
437608438,The Peak,18.0,15.0,16.5
437608488,The Peak,18.0,15.0,16.5
437608498,The Peak,18.0,15.0,16.5
437608508,The Peak,18.0,15.0,16.5
437608518,The Peak,18.0,15.0,16.5
437608528,The Peak,18.0,15.0,16.5
437608538,The Peak,18.0,15.0,16.5
437608588,The Peak,18.0,15.0,16.5
437608598,The Peak,18.0,15.0,16.5
437608608,The Peak,18.0,15.0,16.5
437608618,The Peak,18.0,15.0,16.5
437608628,The Peak,18.0,15.0,16.5
437608638,The Peak,18.0,15.0,16.5
437608688,The Peak,18.0,15.0,16.5
437608698,The Peak,18.0,15.0,16.5
437608708,The Peak,18.0,15.0,16.5
437608718,The Peak,18.0,15.0,16.5
437608728,The Peak,18.0,15.0,16.5
437608738,The Peak,18.0,15.0,16.5
437608788,The Peak,18.0,15.0,16.5
437608798,The Peak,18.0,15.0,16.5
437608808,The Peak,18.0,15.0,16.5
437608818,The Peak,18.0,15.0,16.5
437608828,The Peak,18.0,15.0,16.5
437608838,The Peak,18.0,15.0,16.5
437608888,The Peak,18.0,15.0,16.5
437608898,The Peak,18.0,15.0,16.5
437608908,The Peak,18.0,15.0,16.5
437608918,The Peak,18.0,15.0,16.5
437608928,The Peak,18.0,15.0,16.5
437608938,The Peak,18.0,15.0,16.5
437608988,The Peak,18.0,14.9,16.45
437608998,The Peak,18.0,14.8,16.4
437609008,The Peak,18.0,14.8,16.4
437609018,The Peak,18.0,14.8,16.4
437609028,The Peak,18.0,14.8,16.4
437609038,The Peak,18.0,14.8,16.4
437609088,The Peak,18.0,14.8,16.4
437609098,The Peak,18.0,14.8,16.4
437609108,The Peak,18.0,14.8,16.4
437609118,The Peak,18.0,14.8,16.4
437609128,The Peak,18.0,14.8,16.4
437609138,The Peak,18.0,14.8,16.4
437609188,The Peak,18.0,14.8,16.4
437609198,The Peak,18.0,14.8,16.4
437609208,The Peak,18.0,14.8,16.4
437609218,The Peak,18.0,14.8,16.4
437609228,The Peak,18.0,14.8,16.4
437609238,The Peak,18.0,14.8,16.4
437609288,The Peak,18.0,14.8,16.4
437609298,The Peak,18.0,14.8,16.4
437609308,The Peak,18.0,14.8,16.4
437609318,The Peak,18.0,14.8,16.4
437609328,The Peak,18.0,14.8,16.4
437609338,The Peak,18.0,14.8,16.4
437609388,The Peak,18.0,14.8,16.4
437609398,The Peak,18.0,14.8,16.4
437609408,The Peak,18.0,14.8,16.4
437609418,The Peak,18.0,14.8,16.4
437609428,The Peak,18.0,14.8,16.4
437609438,The Peak,18.0,14.8,16.4
437617088,The Peak,18.0,14.8,16.4
437617098,The Peak,14.8,14.8,14.8
437617108,The Peak,14.8,14.7,14.75
437617118,The Peak,14.8,14.7,14.75
437617128,The Peak,14.8,14.7,14.75
437617138,The Peak,14.8,14.7,14.75
437617188,The Peak,14.8,14.7,14.75
437617198,The Peak,14.8,14.7,14.75
437617208,The Peak,14.8,14.7,14.75
437617218,The Peak,14.8,14.7,14.75
437617228,The Peak,14.8,14.7,14.75
437617238,The Peak,14.8,14.5,14.65
437617288,The Peak,14.8,14.5,14.65
437617298,The Peak,14.8,14.5,14.65
437617308,The Peak,14.8,14.5,14.65
437617318,The Peak,14.8,14.5,14.65
437617328,The Peak,14.8,14.5,14.65
437617338,The Peak,14.8,14.5,14.65
437617388,The Peak,14.8,14.5,14.65
437617398,The Peak,14.9,14.5,14.7
437617408,The Peak,15.0,14.5,14.75
437617418,The Peak,15.1,14.5,14.8
437617428,The Peak,15.1,14.5,14.8
437617438,The Peak,15.1,14.5,14.8
437617488,The Peak,15.1,14.5,14.8
437617498,The Peak,15.1,14.5,14.8
437617508,The Peak,15.1,14.5,14.8
437617518,The Peak,15.1,14.5,14.8
437617528,The Peak,15.1,14.5,14.8
437617538,The Peak,15.1,14.5,14.8
437617588,The Peak,15.1,14.5,14.8
437617598,The Peak,15.1,14.5,14.8
437617608,The Peak,15.1,14.5,14.8
437617618,The Peak,15.1,14.5,14.8
437617628,The Peak,15.1,14.5,14.8
437617638,The Peak,15.1,14.5,14.8
437617688,The Peak,15.1,14.5,14.8
437617698,The Peak,15.1,14.5,14.8
437617708,The Peak,15.2,14.5,14.85
437617718,The Peak,15.2,14.5,14.85
437617728,The Peak,15.2,14.5,14.85
437617738,The Peak,15.2,14.5,14.85
437617788,The Peak,15.2,14.5,14.85
437617798,The Peak,15.2,14.5,14.85
437617808,The Peak,15.2,14.5,14.85
437617818,The Peak,15.2,14.5,14.85
437617828,The Peak,15.2,14.5,14.85
437617838,The Peak,15.3,14.5,14.9
437617888,The Peak,15.3,14.5,14.9
437617898,The Peak,15.3,14.5,14.9
437617908,The Peak,15.4,14.5,14.95
437617918,The Peak,15.4,14.5,14.95
437617928,The Peak,15.5,14.5,15.0
437617938,The Peak,15.6,14.5,15.05
437617988,The Peak,15.7,14.5,15.1
437617998,The Peak,15.7,14.5,15.1
437618008,The Peak,15.7,14.5,15.1
437618018,The Peak,15.8,14.5,15.15
437618028,The Peak,15.8,14.5,15.15
437618038,The Peak,15.9,14.5,15.2
437618088,The Peak,16.0,14.5,15.25
437618098,The Peak,16.1,14.5,15.3
437618108,The Peak,16.2,14.5,15.35
437618118,The Peak,16.3,14.5,15.4
437618128,The Peak,16.3,14.5,15.4
437618138,The Peak,16.4,14.5,15.45
437618188,The Peak,16.4,14.5,15.45
437618198,The Peak,16.4,14.5,15.45
437618208,The Peak,16.4,14.5,15.45
437618218,The Peak,16.4,14.5,15.45
437618228,The Peak,16.4,14.5,15.45
437618238,The Peak,16.4,14.5,15.45
437618288,The Peak,16.4,14.5,15.45
437618298,The Peak,16.4,14.5,15.45
437618308,The Peak,16.4,14.5,15.45
437618318,The Peak,16.4,14.5,15.45
437618328,The Peak,16.4,14.5,15.45
437618338,The Peak,16.4,14.5,15.45
437618388,The Peak,16.4,14.5,15.45
437618398,The Peak,16.4,14.5,15.45
437618408,The Peak,16.4,14.5,15.45
437618418,The Peak,16.4,14.5,15.45
437618428,The Peak,16.4,14.5,15.45
437618438,The Peak,16.5,14.5,15.5
437618488,The Peak,16.5,14.5,15.5
437618498,The Peak,17.0,14.5,15.75
437618508,The Peak,17.0,14.5,15.75
437618518,The Peak,17.0,14.5,15.75
437618528,The Peak,17.0,14.5,15.75
437618538,The Peak,17.0,14.5,15.75
437618588,The Peak,17.0,14.5,15.75
437618598,The Peak,17.0,14.5,15.75
437618608,The Peak,17.0,14.5,15.75
437618618,The Peak,17.0,14.5,15.75
437618628,The Peak,17.0,14.5,15.75
437618638,The Peak,17.0,14.5,15.75
437618688,The Peak,17.0,14.5,15.75
437618698,The Peak,17.0,14.5,15.75
437618708,The Peak,17.0,14.5,15.75
437618718,The Peak,17.0,14.5,15.75
437618728,The Peak,17.0,14.5,15.75
437618738,The Peak,17.0,14.5,15.75
437618788,The Peak,17.0,14.5,15.75
437618798,The Peak,17.0,14.5,15.75
437618808,The Peak,17.0,14.5,15.75
437618818,The Peak,17.0,14.5,15.75
437618828,The Peak,17.0,14.5,15.75
437618838,The Peak,17.0,14.5,15.75
437618888,The Peak,17.0,14.5,15.75
437618898,The Peak,17.0,14.5,15.75
437618908,The Peak,17.0,14.5,15.75
437618918,The Peak,17.0,14.5,15.75
437618928,The Peak,17.0,14.5,15.75
437618938,The Peak,17.0,14.5,15.75
437618988,The Peak,17.0,14.5,15.75
437618998,The Peak,17.0,14.5,15.75
437619008,The Peak,17.0,14.5,15.75
437619018,The Peak,17.0,14.5,15.75
437619028,The Peak,17.0,14.5,15.75
437619038,The Peak,17.0,14.3,15.65
437619088,The Peak,17.0,14.1,15.55
437619098,The Peak,17.0,13.9,15.45
437619108,The Peak,17.0,13.9,15.45
437619118,The Peak,17.0,13.9,15.45
437619128,The Peak,17.0,13.9,15.45
437619138,The Peak,17.0,13.9,15.45
437619188,The Peak,17.0,13.9,15.45
437619198,The Peak,17.0,13.9,15.45
437619208,The Peak,17.0,13.9,15.45
437619218,The Peak,17.0,13.9,15.45
437619228,The Peak,17.0,13.9,15.45
437619238,The Peak,17.0,13.9,15.45
437619288,The Peak,17.0,13.9,15.45
437619298,The Peak,17.0,13.9,15.45
437619308,The Peak,17.0,13.9,15.45
437619318,The Peak,17.0,13.9,15.45
437619328,The Peak,17.0,13.9,15.45
437619338,The Peak,17.0,13.9,15.45
437619388,The Peak,17.0,13.9,15.45
437619398,The Peak,17.0,13.9,15.45
437619408,The Peak,17.0,13.9,15.45
437619418,The Peak,17.0,13.9,15.45
