room,time,T_Out,Q_Ex,T_room,num_people_in_room,power_usage,Q_AC
0,0,30.107940249298906,0.0,30.106999999999243,0,0.0,0.0
0,1,30.09525685263713,-97.85956135092515,28.786264213951384,0,150000.0,-412500.0
0,2,30.0849967875339,10822.771446520966,27.500485633434486,0,150000.0,-412500.0
0,3,30.073940275805345,21445.455353090492,26.248710522528885,0,150000.0,-412500.0
0,4,30.073432099677134,31872.679809568748,25.030313210779745,0,150000.0,-412500.0
0,5,30.06917564079159,41990.52025009872,23.84430335242539,0,150000.0,-412500.0
0,6,30.062035243991996,51814.43242972174,24.010162611163295,0,0.0,0.0
0,7,30.055955736509514,50381.60937788516,24.171435368454862,0,0.0,0.0
0,8,30.050388059026396,48991.27242142945,24.328257623324994,0,0.0,0.0
0,9,30.044967821381228,47639.251650468614,24.480752026815612,0,0.0,0.0
0,10,30.016476482779414,46131.037133031685,24.628418598944393,0,0.0,0.0
0,11,29.995931416634992,44729.27348075499,23.451175556309167,0,150000.0,-412500.0
0,12,29.993169370494805,54516.61511821365,23.625684567571053,0,0.0,0.0
0,13,29.98311968795461,52978.6260031963,23.7952704382599,0,0.0,0.0
0,14,29.981409189891824,51551.15626359936,23.960286943585125,0,0.0,0.0
0,15,29.977220960842,50141.11681047397,24.120789878317755,0,0.0,0.0
0,16,29.969983789515954,48743.28259331833,24.27681831171506,0,0.0,0.0
0,17,29.964366332828344,47396.23350927736,24.42853480822363,0,0.0,0.0
0,18,29.958446904080226,46082.60079880496,24.576046334468206,0,0.0,0.0
0,19,29.953252901221227,44810.054722941844,23.399061874554448,0,150000.0,-412500.0
0,20,29.935970750267096,54474.24063093874,23.57343524405169,0,0.0,0.0
0,21,29.92239332313854,52907.983992390415,23.742794987945388,0,0.0,0.0
0,22,29.92409200164938,51510.80844753328,23.90768233892981,0,0.0,0.0
0,23,29.919678593192124,50099.96878551929,24.068053557833522,0,0.0,0.0
0,24,29.90126348751082,48610.08274731083,24.223655615283302,0,0.0,0.0
0,25,29.888118040054653,47203.853539761265,24.374756298829272,0,0.0,0.0
0,26,29.88948828107061,45956.099852011146,24.52186289246567,0,0.0,0.0
0,27,29.885536923408193,44697.28359118769,23.344517449415694,0,150000.0,-412500.0
0,28,29.878048621315816,54446.093099167694,23.51880071797897,0,0.0,0.0
0,29,29.872460797497787,52947.167329323485,23.68828588868743,0,0.0,0.0
0,30,29.877990732989943,51580.873702520934,23.8533975202576,0,0.0,0.0
0,31,29.87931189957399,50215.95316096992,24.014140007968773,0,0.0,0.0
0,32,29.866629207685257,48770.7433309707,24.170256343855364,0,0.0,0.0
0,33,29.859415554312832,47409.660087145574,24.322015819166328,0,0.0,0.0
0,34,29.877781963830152,46298.05120553187,24.470217007404266,0,0.0,0.0
0,35,29.886405503522422,45134.90413431797,24.614694933570455,0,0.0,0.0
0,36,29.889284995232575,43954.917180517674,23.434973157579794,0,150000.0,-412500.0
0,37,29.89471446905065,53831.17759559048,23.607288066656587,0,0.0,0.0
0,38,29.889516233282183,52351.90138854664,23.77486777660712,0,0.0,0.0
0,39,29.887624954849542,50939.64315202019,23.937926813585417,0,0.0,0.0
0,40,29.900573003546384,49688.718249674734,24.096981609519077,0,0.0,0.0
0,41,29.90810161144076,48426.00001601403,24.25199441366765,0,0.0,0.0
0,42,29.889758763270958,46981.369580027575,24.40238292064597,0,0.0,0.0
0,43,29.880043974069036,45647.175445192224,24.548500639740695,0,0.0,0.0
0,44,29.889138026117795,44505.3115531425,23.37054068952668,0,150000.0,-412500.0
0,45,29.89103994115168,54337.49376354164,23.54447632897464,0,0.0,0.0
0,46,29.87791012889546,52778.614999340185,23.71342195957432,0,0.0,0.0
0,47,29.870774903707208,51311.274534440745,23.877670597648713,0,0.0,0.0
0,48,29.8664997885872,49906.90992448738,24.037423830441565,0,0.0,0.0
0,49,29.86073558067631,48527.59791862287,24.192761851948042,0,0.0,0.0
0,50,29.854832357497376,47183.92087957779,24.343798730563847,0,0.0,0.0
0,51,29.849716782822526,45882.65043548899,24.490670210831098,0,0.0,0.0
0,52,29.854907326646774,44701.97596513064,24.633762323395537,0,0.0,0.0
0,53,29.856267707322907,43520.878199394756,23.452651178067097,0,150000.0,-412500.0
0,54,29.83226425311552,53163.44229207022,23.6228286501928,0,0.0,0.0
0,55,29.817856725941517,51625.23396457264,23.788082280040985,0,0.0,0.0
0,56,29.809274668306443,50176.60323554549,23.948698807683577,0,0.0,0.0
0,57,29.79796290604833,48743.86748637295,24.10472911333778,0,0.0,0.0
0,58,29.808857219042462,47534.40088087236,24.25688788696413,0,0.0,0.0
0,59,29.811971363100856,46292.36230113939,24.40507086488071,0,0.0,0.0
0,60,29.684953717124515,43999.023768698375,24.5459128103631,0,0.0,0.0
0,61,29.60400272140252,42150.74925866184,23.360415848963168,0,150000.0,-412500.0
0,62,29.46737713289819,50891.34403279185,23.523320279285805,0,0.0,0.0
0,63,29.347376078655863,48533.798328083816,23.678678148453805,0,0.0,0.0
0,64,29.21495148663756,46135.611151531295,23.826359362127082,0,0.0,0.0
0,65,29.08483094504093,43820.596524282075,23.966630157659356,0,0.0,0.0
0,66,28.984548655108192,41815.9874787403,24.100484150869153,0,0.0,0.0
0,67,28.87425079477537,39781.388699218485,24.22782534388842,0,0.0,0.0
0,68,28.810733904582083,38190.9046724472,24.350075358845036,0,0.0,0.0
0,69,28.737497393315255,36561.85028725183,24.46711073108336,0,0.0,0.0
0,70,28.718939294177016,35431.90469244714,24.580529119983638,0,0.0,0.0
0,71,28.68678903442129,34218.832620313784,23.369641900458394,0,150000.0,-412500.0
0,72,28.651060842462332,44011.8245166995,23.51052482144655,0,0.0,0.0
0,73,28.619626086850417,42575.84387836557,23.64681113347717,0,0.0,0.0
0,74,28.593999318791102,41226.56821094945,23.7787783812715,0,0.0,0.0
0,75,28.564955495121524,39884.80928208353,23.90645062609251,0,0.0,0.0
0,76,28.55905874057057,38771.73428731717,24.030559890776626,0,0.0,0.0
0,77,28.542029369299687,37595.57898769218,24.150904253733387,0,0.0,0.0
0,78,28.512971599663853,36350.56121608722,24.267263284514716,0,0.0,0.0
0,79,28.485328398980542,35150.54262054856,24.37978102657793,0,0.0,0.0
0,80,28.601411572542304,35180.25454970312,24.492393877249196,0,0.0,0.0
0,81,28.66557420160716,34776.502702983045,24.60371430843672,0,0.0,0.0
0,82,28.806731704716206,35025.14496899571,23.3954081143554,0,150000.0,-412500.0
